fixture_id,pdf,page_no,layout,confidence,reason
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,14,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,15,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,16,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,17,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,18,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,19,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,20,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,21,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,22,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,23,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,24,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,25,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,26,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,27,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,28,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,29,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,30,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,31,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,32,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,33,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,34,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,35,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,36,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,37,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,38,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,39,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,40,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,41,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,42,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,43,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,44,drawing_only,medium,electrical drawing/manual page
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,45,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,46,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,47,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,48,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,49,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,50,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,51,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,52,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,53,spare_parts_table,high,known-good output rows
test2_distribution_board_fixture_only,Test/Test 2/23000143 12EP REV 1 AS BUILT 5-12-2013 Pg No 45-54 .pdf,54,spare_parts_table,high,known-good output rows
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,1,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,2,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,3,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,4,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,5,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,6,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,7,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,8,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,9,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,10,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,11,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,12,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,13,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,14,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,15,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,16,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,17,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,18,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,19,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,20,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,21,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,22,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,23,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,24,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,25,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,26,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,27,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,28,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,29,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,30,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,31,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,32,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,33,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,34,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,35,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,36,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,37,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,38,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,39,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,40,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,41,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,42,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,43,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,44,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,45,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,46,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,47,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,48,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,49,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,50,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,51,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,52,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,53,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,54,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,55,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,56,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,57,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,58,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,59,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,60,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,61,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,62,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,63,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,64,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,65,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,66,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,67,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,68,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,69,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,70,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,71,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,72,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,73,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,74,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,75,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,76,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,77,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,78,drawing_only,high,reference drawing/title-block pages
test3_final_drawings_reference,Test/Test 3/FINAL DRAWINGS Pg No 69-197.pdf,79,drawing_only,high,reference drawing/title-block pages
