fixture_id,pdf,page_no,layout,confidence,reason,heuristic_label,heuristic_confidence,text_snippet
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",3,index_page,medium,image heuristic fallback,index_page,0.58,"i   SAFETY INSTRUCTIONS Wear a safety belt and hard hat when working on the antenna unit. Serious injury or death can result if someone falls from the radar antenna mast. The installer must read the applicable safety instructions before attempting to operate or install the  equipment. Indicates a potentially hazardous situation which, if not avoided,  will result in death or serious injury.  DANGER Indicates a potentially hazardous situation which, if not avoided,  could result in death or serio"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",4,index_page,medium,image heuristic fallback,index_page,0.58,"SAFETY INSTRUCTIONS ii Radio Frequency Radiation Hazard *: The following numerical values, shown in the antenna types, indicate antenna length.  [12]: 4 ft,   [20]: 6.5 ft,   [24]: 8 ft,   [30]: 10 ft,   [36]: 12 ft **: Unavailable on IMO-type radars FAR-2218(-BB) FAR-2318 FAR-2018-MARK-2 FAR-2028-MARK-2 RTR-105 (12 kW) RTR-131 (12 kW) RTR-132 (25 kW) RTR-111 (250 W) RTR-106 (25 kW) RTR-108 (25 kW) RTR-107 (30 kW) RTR-109 (30 kW) XN12CF XN20CF XN24CF XN12AF XN20AF XN24AF XN12AF XN20AF XN24AF FAR"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",5,index_page,medium,image heuristic fallback,index_page,0.58,"SAFETY INSTRUCTIONS iii Observe the following compass safe distances to prevent deviation of a magnetic  compass: Note: For more information, please refer to IMO SN/Circ.271 “Guidelines for the installation of  shipborne radar equipment.”   2.15 m 1.40 m 1.80 m 1.20 m 2.30 m 1.45 m 2.45 m 1.60 m 3.05 m 1.90 m 1.90 m 1.20 m CAUTION 0.30 m 0.30 m 4.05 m 2.65 m Standard  compass Unit Steering  compass Antenna Unit (X-band, TR-UP, 12 kW,  magnetron radar ) Antenna Unit (X-band, TR-UP, 50 kW,  magnet"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",6,index_page,medium,image heuristic fallback,index_page,0.58,"iv SYSTEM CONFIGURATION Standard connection Basic configuration is shown with solid line. For footnotes, see ""Notes"" on page xi. X-band (TR-UP, CF Antenna), 12 kW/25 kW/600 W (or 500 W) NOTICE IMO-type radar(s) must be interconnected to the following type approved sensors. For other radar types, it is recommended to connect the following type approved sensors: • EPFS meeting the requirements of the IMO resolution MSC.112(73). • Gyrocompass (or equivalent devices) meeting the requirements of the "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",7,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION v X-band (TR-UP, AF Antenna), 12 kW/25 kW 100-230 VAC 1ø, 50-60 Hz Transformer USB Device*9 440 VAC 1ø, 50-60 Hz USB Mouse Switching Hub HUB-100 Control Unit RCU-014 or RCU-015 Intelligent Hub  HUB-3000*5 Gyrocompass*1 (AD-10 format) Gyrocompass*1 (IEC61162 format) AIS Transponder EPFS*2 (GPS) SDME (Speed log) AMS (IEC61162 format) Sub monitor 1 of ECDIS*8 Sub monitor 2 of ECDIS*8 AMS (Contact)*4 Sub monitor Antenna Cable*10 100-115/220-230 VAC  1ø, 50-60 Hz (for de-icer) Pr"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",8,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION vi X-band (TR-UP), 50 kW USB Device*9 USB Mouse Antenna Cable Motor Cable Antenna Unit for FAR-2258, 50kW  (w/ Performance Monitor PM-32A*7) XN24AF-RSB139-122*11 XN30AF-RSB139-122*11 : Standard supply : Optional or local supply 100-115/220-230 VAC  1ø, 50-60 Hz External radar Sub monitor 2 Power Supply  Unit PSU-019 Antenna Cable Sub monitor 3 Sub monitor 1 Control Unit RCU-014/  RCU-015/  RCU-031* Control Unit  RCU-014/  RCU-015/  RCU-031* Control Unit  RCU-016 Processor  U"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",9,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION vii S-band (TR-UP), 30 kW/250W) Sub monitor Antenna Cable 100-115/220-230 VAC  1ø, 50-60 Hz (for de-icer) Antenna Unit for FAR-2238S(-BB)/2338S, 30 kW (w/ Performance Monitor PM-52A*7 SN24CF-RSB129-107*11 SN30CF-RSB129-107*11             SN36CF-RSB129-107 Antenna Unit  for FAR-2238S-NXT(-BB)/2338S-NXT, 250 W (w/ Performance Monitor PM-52B*7) SN24CF-RSB133-111*11 SN30CF-RSB133-111*11 SN36CF-RSB133-111 Control Unit RCU-014 or RCU-015 Control Unit RCU-016 : Standard supply : Op"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",10,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION viii S-band (TR-UP), 60 kW Antenna Cable Motor Cable Antenna Unit for FAR-2268DS, 60 kW  SN30AF-RSB144-129*11 SN36AF-RSB144-129*11 SN30DF-RSB144-129*11 : Standard supply : Optional or local supply 100-115/220-230 VAC  1ø, 50-60 Hz External radar Sub monitor 2 Power Supply  Unit PSU-019 Antenna Cable Sub monitor 3 Sub monitor 1 Control Unit RCU-014/  RCU-015/  RCU-031* Control Unit  RCU-014/  RCU-015/  RCU-031* Control Unit  RCU-016 Processor  Unit RPU-025 Gyrocompass*1 (AD-1"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",11,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION ix X-band (TR-DOWN) Sub monitor Antenna Cable 100-115/220-230 VAC  1ø, 50-60 Hz (for de-icer) Transceiver Unit RTR-108 Antenna Unit for FAR-2328W, 25 kW (w/ Performance Monitor PM-32A) XN20CF-RSB130 XN24CF-RSB130 Wave guide Signal cable : Standard supply : Optional or local supply Control Unit RCU-014 or RCU-015 Control Unit RCU-016 USB Device*9 USB Mouse 100-230 VAC  1ø, 50-60 Hz 100-230 VAC  1ø, 50-60 Hz Transformer 440 VAC  1ø, 50-60 Hz VDR (Analog RGB) Intelligent Hub  H"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",12,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION x S-band (TR-DOWN) Sub monitor Antenna Cable 100-115/220-230 VAC  1ø, 50-60 Hz (for de-icer) Transceiver Unit RTR-109 Antenna Unit for FAR-2338SW, 30 kW (w/ Performance Monitor PM-52A) SN36CF-RSB131 Coaxial cable Signal cable : Standard supply : Optional or local supply Control Unit RCU-014 or RCU-015 Control Unit RCU-016 USB Device*9 USB Mouse 100-230 VAC  1ø, 50-60 Hz 100-230 VAC  1ø, 50-60 Hz Transformer 440 VAC  1ø, 50-60 Hz VDR (Analog RGB) Intelligent Hub  HUB-3000*5 S"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",13,index_page,medium,image heuristic fallback,index_page,0.58,SYSTEM CONFIGURATION xi Notes 1) The gyrocompass must be type approved for compliance with IMO resolution A.424(XI) (and/ or resolution A.821(19) for installation on HSC). The gyrocompass must also have an update  rate that is adequate for the ship’s rate of turn. The update rate must be better than 40 Hz  (HSC) or 20 Hz (conventional vessel). 2) The EPFS must be type approved for compliance with IMO resolution MSC.112(73). 3) The monitors listed in the following table have been approved by the 
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",15,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION xiii Radar Component Combinations Radar Type and Function Availability This radar series is available in six specification types to meet the requirements of Authorities, and  function availability depends on specification type. • IMO: IMO compliant  • A: Near-IMO specifications • B: Standard fishing specifications • C: Advanced fishing specifications • R: Russian specifications • W: Washington Ferry specifications Also, the software version has two main versions as shown bel"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",16,index_page,medium,image heuristic fallback,index_page,0.58,"SYSTEM CONFIGURATION xiv Note 3: If the software with version 01.**/03.** is changed to the software with version 50.**, the  RP board in the processor unit is required and the software update of the RP board required as  well. The table below shows those functions which are limited to a specific radar type (Available: , Not  available: –). The menus which are not mentioned in the table below are available for all types.  This manual provides descriptions for all functions in this radar series."
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",37,index_page,medium,image heuristic fallback,index_page,0.58,1.  INSTALLATION 1-7 plied) between the grounding point and ground terminal on the Antenna Unit. Coat  the hardware of the ground system with the supplied adhesive (marine sealant). Antenna chassis side Mounting platform side Arrange a ground terminal as close as possible to Antenna Unit. There are two  methods to connect the ground wire for mounting platform side. 1.1.3 FAR-20x8-MARK-2 Radars How to assemble the Antenna Unit The Antenna Unit consists of the antenna radiator and the Antenna Unit
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",38,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-8 3. Coat the grayed area shown below with the supplied adhesive (marine sealant). 4. Coat the supplied O-ring with a grease (local supply) and set it to the O-ring  groove of the radiator flange. 5. Set the antenna radiator to the radiator bracket, taking care the orientation of the  radiator. 6. Coat hex bolts M8x40 (for XN20AF or XN24AF) or hex bolt M8x35/ flat washer/ spring washer (for XN12AF) with the adhesive (marine sealant) and use them to  loosely fasten the antenna "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",40,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-10 3. Insert four sets of hex bolts (supplied,  M12×60) attached the seal washers to  the mounting holes of the antenna  chassis from the top side, referring to  the installation guide (C3900Y01) at  the back of this manual. Lift the anten- na chassis slightly then insert the sup- plied insulation sheets to the bolts.  Fasten the antenna unit loosely with the bolts attached the flat washers and two  nuts from the bottom side. 4. Adjust the direction of the Antenna Unit so the "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",41,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-11 3. Coat the grayed area shown below with the supplied adhesive (marine sealant). 4. Coat the supplied O-ring with a grease (local supply) and set it to the O-ring  groove of the radiator flange. 5. Set the antenna radiator to the radiator bracket, taking care the orientation of  theradiator. 6. Set the supplied spring washers and flat washers then coat the adhesive (marine  sealant) to the threads of the supplied hex. bolts M8×40. 7. Remove the two guide pins (insert- ed at"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",42,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-12 Also, hoist the Antenna Unit slowly. Hoisting swiftly may cause a damage to the an- tenna radiator or damage the radiator chassis. Protect the parts where the antenna unit and the belt slings come into contact (dashed  area) with cloth to prevent scratches. Upright hoisting Note: Do not hoist the Antenna Unit by hanging belt  slings around the radiator directly. Sideways hoisting Fasten one belt sling to both shackles, and pass the other belt sling around the  stern side "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",44,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-14 1.2 Antenna Unit (S-band Radar) For installation considerations regarding the Antenna Unit, see section 1.1.1. 1.2.1 Installation precaution for S-band Antenna Unit Due to the S-band radiator length, there may be excessive stress placed on the radi- ator caused by vibrations, rolling and general ship movement. To prevent damage to  the Antenna Unit and radiator, do not install the antenna near the end of a platform. If  there is no other location available, reinforce the pl"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",49,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-19 6. Using a hex bolt (M6×25), nut (M6), spring washer (M6) and flat washer (M6), es- tablish the ground system on the mounting platform as shown in the following fig- ure. The location must be within 340 mm of the ground terminal on the Antenna  Unit. Connect the ground wire (RW-4747, 340 mm, supplied) between the ground- ing point and ground terminal on the Antenna Unit. Coat the hardware of the  ground system with the supplied adhesive (marine sealant). Antenna chassis sid"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",50,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-20 3. Orient the FURUNO logo of the radiator to  the side with the sticker on the bracket. If re- versely oriented, the radiator cannot be set  to the bracket. Set the radiator so the guide  pins fit into the guide holes on the radiator  bracket. 4. Attach the spring washers and the flat washers to the hex bolts and then coat the  threads of ten hex bolts (M10×25, supplied) with the supplied adhesive (marine  sealant). Loosely fix the radiator to the radiator bracket with the "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",52,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-22 2. Lay the corrosion-proof rubber mat (supplied) on the mounting platform, aligning  the holes on the rubber mat with the fixing holes on the mounting platform. 3. Lay the antenna unit on the rubber mat, orienting it so the cable gland is directed  toward ship's bow. 4. Fix the antenna base to the mounting platform with four M12x70 hex bolts, nuts,  washers and seal washers (supplied). The torque must be 63.5 N•m. For fasten- ing the double nuts, see the installation guide "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",53,index_page,medium,image heuristic fallback,index_page,0.58,1.  INSTALLATION 1-23 1.3 Monitor Unit See the appropriate operator’s manual for the following MU series monitors for the in- stallation procedure. Keep in mind the following points when selecting a location. 1.4 Control Unit The Control Units can be installed on a desktop or flush mounted in a console.  Installation considerations Keep in mind the following points when selecting a location. • Select a location where the Control Unit can be operated easily. Monitor unit Manual type Monitor unit 
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",60,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-30 1.5 Power Supply Unit This unit can be installed on a bulkhead, wall or on the floor. 1.5.1 Installation considerations Keep in mind the following points when selecting a location. • Locate the Processor Unit away from heat sources because of heat that can build  up inside the cabinet. • Select a location where the vibration is minimal. • Locate the equipment away from places subject to water splash and rain. • Leave sufficient space at the sides and rear of the unit to fac"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",61,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-31 1.5.2 How to install the Power Supply Unit Use four bolts (M6, local supply) to  fasten the Power Supply Unit. For bulkhead mounting, fasten two  bolts for the lower notches, leaving 5  mm of thread exposed from the bolt  head. Set the notches of the Power  Supply Unit on the two bolts, then fas- ten two bolts for the upper bolt holes.  Then secure the Power Supply Unit in  place with all four bolts fastened tight- ly. Note: For bulkhead installations, the  cable entry must"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",62,index_page,medium,image heuristic fallback,index_page,0.58,"1.  INSTALLATION 1-32 • Install the Processor Unit on the floor, or on a bulkhead with the following direction.  For bulkhead, the cable entry must face the deck. • Connect the ground wire (IV-8sq, local supply) between the earth terminal on the  chassis and the ship’s earth, using the supplied crimp-on-lug FV2-M3 BLU. 1.6.2 How to install the Processor Unit Use four bolts (M6, local supply) to  fasten the Processor Unit. For bulkhead mounting, fasten two  bolts for the lower notches, leaving 5 "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",66,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-2 2.1.1 Standard wiring A Cat 5e LAN cable (RW-00135, RW-00339) connects between the Antenna Unit  (Power Supply Unit for FAR-2258/2268DS) and the Processor Unit. The maximum  length of the cabling between the Processor Unit and the Antenna Unit is 80 m. Retrofit (using antenna cable RW-96006895/4896) or foremast installation is also pos- sible, with the installation of a pair of LAN Signal Converters, one in the Antenna Unit,  the other in the Processor Unit. See section 2.10. X-ba"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",67,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-3 X/S-band radars for FAR-2258/2268DS radars 100-230 VAC  1ø, 50-60 Hz DVI-BNCX5+GND-L2.0 2 m 100-230 VAC 1ø, 50-60 Hz Transformer 440 VAC  1ø, 50-60 Hz VDR (Analog RGB) DPYC-1.5 DPYC-2.5 Antenna Cable • RW-0013  15/20/30/50 m • 03CA00099  70 m • RW-0030  15/20/30/50 m (For FAR-2258 only) Motor Cable TPYCY-2.5 : Standard supply : Optional or local supply 100-115/220-230 VAC  1ø, 50-60 Hz External radar Sub monitor 2 Power Supply  Unit PSU-019 Antenna Unit Processor Unit RPU-025 DVI-"
