fixture_id,pdf,page_no,layout,confidence,reason,heuristic_label,heuristic_confidence,text_snippet
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,11,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"19 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 17 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -18 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,12,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"20 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 18 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -19 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,13,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"21 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 19 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -20 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,14,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"22 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 20 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -21 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,15,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"23 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 21 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -22 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,16,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"24 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 22 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -23 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,17,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"25 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 23 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -24 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,18,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"26 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 24 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -25 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,19,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"27 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 25 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -26 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,20,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"30 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 26 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -27 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,21,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"31 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 BUSTIE MAIN CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 27 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -30 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,22,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"32 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 BUSTIE INCOMING 24VDC MAIN CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 30 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -31 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,23,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"33 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 BUSTIE VOLTAGE CONTROL IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 31 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -32 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NI"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,24,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"34 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 BUSTIE CONTROL CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 32 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -33 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NI"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,25,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"35 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 1 BUSTIE SIGNALING IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 33 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -34 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJMEGEN"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,26,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"36 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 VENTILATION / LIGHTING / HEATING IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 34 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -35 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C "
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,27,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"37 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 OUTDOOR LIGHTING CONTROL CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 35 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -36 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C "
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,28,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"40 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 OUTDOOR LIGHTING CONTROL CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 36 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -37 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C "
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,29,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"41 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 37 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -40 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,30,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"42 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 40 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -41 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,31,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"43 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 EXHAUST FAN SANITARY SPACE AFT SHIP - E9 CONTROL CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 41 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -42 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,32,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"44 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 EXHAUST FAN PAINT STORE - E8 CONTROL CIRCUIT IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 42 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -43 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENER"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,33,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"45 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 43 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -44 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,34,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"46 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 44 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -45 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
test1_main_distribution_board,Test/Test 1/23000143 11L REV 1 AS BUILT 5-12-2013 Pg No 47-53.pdf,35,spare_parts_table,low,image heuristic fallback,spare_parts_table,0.48,"47 LROS/IRS 23000143 CO1266 Page Class Project Yard no SECTION 2 DISTRIBUTION GROUPS IHC DREDGERS BV - TSHD5500 DCI-3 ALEWIJNSE MARINE B.V. M D 45 No part of this work may be copied, stored or published without prior written permission of Alewijnse Marine Systems. > < 5-12-2013 05-12-2013 AS BUILT * NO DELIVERY  ALEWIJNSE : : : :   PANEL IP23 1 24-1-2011 IEN CHK REV 11L -46 PVR 14 13 12 11 10 09 08 07 06 05 04 03 02 01 STAT IEN ""11L"" MAIN DISTRIBUTION BOARD 3X230V   ENERGIEWEG 46/C 6541 CX NIJME"
